id,agency_user_id,title,description,property_type,status,price,currency,area_m2,bedrooms,bathrooms,parking_spots,floor_number,total_floors,year_built,province,city,district,address,latitude,longitude,has_pool,has_gym,has_garden,is_featured,views_count,published_at,updated_at
11d438e2-3e45-4dd2-b582-076d4a7a383f,4805f37f-95d5-45fb-b201-99e2a734bd9e,Casa familiar con piscina en Flamingo,Usted luz española tal artículo teatro. Explicó ocho si españoles otro últimos calidad. Estar desde te consecuencia. Calle distintos lenguaje.,house,available,492000,USD,319.38,2,2,3,,2,1995,province,city,district,Pasaje Sotelo 587 609,10.1044448,-84.1507076,False,False,True,False,645,2025-09-11 16:44:58.262298-06:00,2025-09-11 16:44:58.262298-06:00
37971e86-e355-4da1-9f0c-a532f099a9b3,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"Condominio con amenidades completas, Cartago Centro",Propuesta máximo permite vida atrás. Análisis sea club corte educación ello proyecto. Sea capacidad participación situación resulta allá. Salida caso imágenes presencia derechos rey.,condominium,paused,140295000,CRC,113.51,2,1,2,,2,2007,province,city,district,Eje vial Baja California 458 481,10.0650758,-83.9215143,False,False,False,False,684,2026-05-15 16:44:58.262362-06:00,2026-05-15 16:44:58.262362-06:00
32c2f966-aff3-4db8-a106-b0285999969c,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Apto de 2 habitaciones en Alajuela,Razones podría he partes. Cabo fuentes último gonzález enero ejemplo cosa. Está sociedad hijos usted. Siguiente hacen oposición debido tema campo hacer.,apartment,available,42849000,CRC,129.7,2,1,0,21,27,2021,province,city,district,Peatonal Uruguay 868 Interior 607,10.0883555,-84.0299324,True,False,True,False,736,2025-12-29 16:44:58.262423-06:00,2025-12-29 16:44:58.262423-06:00
d63f5ba7-58aa-44bf-8b36-32fa698003a5,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Penthouse en Nicoya con vista panorámica,Cómo pasado algún personal serie apoyo cosa. Principios derecho méxico gente les. Acciones sentido justicia g.,apartment,paused,114723000,CRC,150.4,2,2,3,19,21,2013,province,city,district,Calzada Guanajuato 123 302,9.9046814,-84.2376523,True,False,False,False,293,2025-04-28 16:44:58.262497-06:00,2025-04-28 16:44:58.262497-06:00
52ec809a-95dd-4513-ae87-58a246a38578,6886adbc-deaf-4cdf-8204-6f552c628891,"Apartamento ejecutivo en Liberia Centro, piso 26",Pone quien acuerdo ayuda. Clase material pasar entrar grado tenía poco.,apartment,available,87151000,CRC,151.38,4,3,3,17,26,2018,province,city,district,Corredor Norte Hernández 154 Interior 721,9.8036593,-83.9541951,True,False,False,True,334,2026-06-06 16:44:58.262544-06:00,2026-06-06 16:44:58.262544-06:00
2f2c02ed-374f-4bee-8493-d5dfd08770fa,4b03c34a-2ec7-42e8-a496-8763f64b8bda,"Local comercial en Escazú, alto tráfico",Va materia méxico partes podemos presente tomar. Mano costa tierra. Construcción mucha semanas abril mal cuarto primeros. Vino ocasión francisco.,commercial,available,819000,USD,511.76,0,1,1,,1,2002,province,city,district,Circuito Sur Barrios 518 Interior 495,9.811435,-83.9766408,False,False,True,False,155,2025-07-24 16:44:58.262611-06:00,2025-07-24 16:44:58.262611-06:00
ca85f6bc-1620-4d62-a97f-a16ed03c6c75,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"Unidad en Condominio Privado, Heredia",Artículo posible ideas hasta sola orden mí. Pequeña posibilidades mil libros superior internacional mar mirada. Análisis luego grado internacional llegar. Centro frente aquel.,condominium,available,246574000,CRC,94.3,2,1,2,,1,2002,province,city,district,Prolongación Paraguay 788 Interior 472,9.749904,-84.1058639,True,False,False,False,125,2026-01-28 16:44:58.262675-06:00,2026-01-28 16:44:58.262675-06:00
0f2b5afe-0442-412c-a2c3-bdd2fb3b4c11,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Apto de 5 habitaciones en San José,Dan te jefe español horas. Mejores martín veces puesto países militar.,apartment,available,49074000,CRC,160.67,5,4,2,3,5,2016,province,city,district,Prolongación Botswana 651 861,9.7873664,-84.1685113,False,False,False,False,779,2026-04-09 16:44:58.262726-06:00,2026-04-09 16:44:58.262726-06:00
f7f99716-0098-47d4-a8cf-4b8e4894998e,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,"Residencia de lujo en Puntarenas, Puntarenas",Atención sean nuevo máximo resto sabe. Fondo explicó medios sé o aquella.,house,available,122112000,CRC,114.14,3,1,3,,1,2018,province,city,district,"Boulevard República de Corea 666 Edif. 602 , Depto. 260",10.0686709,-84.1362665,False,False,False,False,641,2026-03-06 16:44:58.262773-06:00,2026-03-06 16:44:58.262773-06:00
c3ffbd00-1a13-4781-a251-d971d9b7c8a2,6886adbc-deaf-4cdf-8204-6f552c628891,"Apartamento en edificio con amenidades, Puerto Jiménez",Lucha diferencia su algún valores. Iglesia vivir superior según régimen. Económico se si secretario instituciones.,apartment,available,63685000,CRC,185.39,2,1,3,19,26,2018,province,city,district,"Avenida Veracruz de Ignacio de la Llave 454 Edif. 772 , Depto. 015",9.7876984,-84.108,False,False,False,False,731,2025-09-20 16:44:58.262826-06:00,2025-09-20 16:44:58.262826-06:00
5f269cab-ca05-4f83-a92b-e5c31cd5c296,f45525cf-17b3-4d3c-87a5-d103d781cf92,Casa moderna en Nosara con vista a la montaña,Hacer época buen proceso final. Carlos central puedo trabajar. Ir plan dinero niveles. Somos mayores varios fiscal otro instituto fácil.,house,available,305789000,CRC,168.67,4,1,0,,2,1999,province,city,district,Prolongación Norte Ayala 792 782,9.8040825,-84.1464916,False,False,False,False,260,2025-09-03 16:44:58.262884-06:00,2025-09-03 16:44:58.262884-06:00
6be7a404-a089-49bc-9ee7-f92c3b5fa4c1,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Apartamento moderno con balcón en Barva Centro,Propio produce banco así acto. Época fue explicó algunas semana otras capital. Jorge edad podría participación. Cultura relaciones hizo mujer.,apartment,sold_out,47768000,CRC,127.06,4,4,0,13,28,2022,province,city,district,Pasaje Ecuador 651 506,10.0624409,-84.0557975,False,False,False,False,749,2025-10-27 16:44:58.262945-06:00,2025-10-27 16:44:58.262945-06:00
7c257265-6fa9-4625-9c67-d863dcb49b01,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Apartamento moderno con balcón en Ciudad Quesada,Si además ambiente varias muy razones sangre. Ello económica perdido días. He dicen tres adelante educación después.,apartment,available,399000,USD,182.03,5,5,1,19,27,2021,province,city,district,"Corredor Ojeda 443 Edif. 180 , Depto. 117",9.8029884,-84.1830063,True,False,False,False,107,2026-02-19 16:44:58.262996-06:00,2026-02-19 16:44:58.262996-06:00
1ef4fa68-1e0a-426b-9687-6d910625c891,4b03c34a-2ec7-42e8-a496-8763f64b8bda,"Apartamento en edificio con amenidades, Desamparados Centro",Deseo pesetas secretario sin. Debía o causa políticos tenía equipo. Menor haciendo hasta mucha construcción.,apartment,available,141293000,CRC,83.8,3,2,3,12,18,1991,province,city,district,Calle Rivero 656 697,10.1022904,-84.0516762,False,False,True,False,769,2025-05-27 16:44:58.263051-06:00,2025-05-27 16:44:58.263051-06:00
4573618a-e452-4431-800b-4d702f97b04a,4805f37f-95d5-45fb-b201-99e2a734bd9e,Penthouse en Carrillo con vista panorámica,Van cuatro central sí creación tú. Opinión vía llegar. Pesetas solución tendrá siglo ellas las veces. Llega por necesario pasado. Mercado participación asunto estas máximo aparece estudio.,apartment,available,163463000,CRC,143.04,2,1,3,1,6,2021,province,city,district,Diagonal Tlaxcala 718 Interior 717,9.9002145,-84.0974355,False,False,False,False,600,2025-11-27 16:44:58.263120-06:00,2025-11-27 16:44:58.263120-06:00
99eb6929-b15c-47be-9501-5684cdcbe175,6886adbc-deaf-4cdf-8204-6f552c628891,"Casa de 2 habitaciones en Talamanca, Limón",Hacerlo problema un por mesa. Serán cualquier superior sin. Sin mis unos sistemas tras. Mayoría existen voluntad ocasión principal.,house,paused,390703000,CRC,444.49,2,1,0,,2,2015,province,city,district,"Circunvalación Tlaxcala 563 Edif. 179 , Depto. 542",10.0342273,-84.1751282,False,False,False,False,230,2026-04-07 16:44:58.263181-06:00,2026-04-07 16:44:58.263181-06:00
98e63a0e-5d2c-474c-abed-c583a512415a,c522fc00-ebb4-439d-ab2b-c14b958d145b,Condominio Bosques del Río — Unidad A-122,Centro ideas empresas debe. Resultado calle servicio particular dentro mayo. Social fecha aspecto ejemplo. Vino carne acciones razones unidos metros.,condominium,paused,269000,USD,119.57,4,2,3,,2,2013,province,city,district,"Avenida Sur Arroyo 264 Edif. 309 , Depto. 375",10.0352679,-84.0217864,False,False,False,True,534,2025-12-29 16:44:58.263244-06:00,2025-12-29 16:44:58.263244-06:00
5598d9c4-a7f2-4c0d-977f-26d76b600eba,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Condominio Torres del Sol — Unidad C-121,Nivel enfermedad esas universidad sí evitar lo juicio. Verdad diciembre pasado poner superior naturaleza. Existencia ahí ex estuvo américa. Sería cómo estuvo resultados mayo los mayo también.,condominium,available,181717000,CRC,233.79,2,1,3,,2,2009,province,city,district,Calzada Ballesteros 576 596,9.7652632,-83.9559564,True,False,False,False,150,2026-04-03 16:44:58.263314-06:00,2026-04-03 16:44:58.263314-06:00
ef1eaafa-f3bd-4314-8756-1f50f601a769,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"Condominio con amenidades completas, Ulloa",Formación cine siempre conseguir corazón vista abril. Cuyo cerca claro políticos viaje puesto régimen.,condominium,paused,325000,USD,86.23,4,1,3,,1,1991,province,city,district,"Avenida Sur Carbajal 670 Edif. 907 , Depto. 855",10.0565714,-84.0152129,False,False,False,True,449,2025-12-15 16:44:58.263364-06:00,2025-12-15 16:44:58.263364-06:00
a141768f-783f-4ec8-8790-4ac7e53f625b,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Condo de 4 habitaciones en Puntarenas Centro,Arte doctor miguel palabra distintas tanto. Año afirmó función j. Socialista estuvo banco me central mejor entre.,condominium,sold_out,94740000,CRC,106.48,4,3,2,,2,2018,province,city,district,"Circuito Camerún 365 Edif. 391 , Depto. 363",9.7455842,-84.1964384,False,False,False,True,285,2025-07-10 16:44:58.263424-06:00,2025-07-10 16:44:58.263424-06:00
d505ac1f-ab19-4d2b-9e9a-b6aa972e1cfd,f45525cf-17b3-4d3c-87a5-d103d781cf92,"Terreno comercial en zona de alto crecimiento, Talamanca",Mayoría presidente si imágenes parece. Han aquel iglesia diciembre ministerio hermano. Total aspectos imagen haber cual autoridades nos expresión.,land,available,247000,USD,4581.27,0,0,0,,0,,province,city,district,Calzada Nuevo León 177 Interior 693,9.8740522,-83.9891472,False,False,False,True,400,2025-08-11 16:44:58.263481-06:00,2025-08-11 16:44:58.263481-06:00
58bc52ce-df89-49a1-895d-27e868eae4ba,c522fc00-ebb4-439d-ab2b-c14b958d145b,Casa de campo con jardín en La Unión,Apenas arriba alguna uso decisión tiempo importante. Encuentra puso garcía había. Podemos noviembre violencia.,house,available,150000,USD,187.46,5,4,1,,1,2002,province,city,district,"Diagonal Norte Arenas 584 Edif. 803 , Depto. 719",9.942675,-84.2603444,True,False,False,False,670,2025-11-28 16:44:58.263534-06:00,2025-11-28 16:44:58.263534-06:00
a24bdc5b-dd81-4273-9b88-9cc96bff8961,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Condominio Torres del Sol — Unidad C-214,Generales parecía te conjunto. Serie etc social imágenes carrera. Apenas aquellas tierra diferencia esto. Zona tribunal sino comenzó menos segundo bastante. Arte deja muy.,condominium,available,65445000,CRC,80.36,3,1,0,,1,1999,province,city,district,"Viaducto México 034 Edif. 584 , Depto. 514",9.9274183,-84.1858727,False,False,False,False,347,2025-10-31 16:44:58.263610-06:00,2025-10-31 16:44:58.263610-06:00
c5c154f9-c130-4297-bde8-a54695d5d323,6886adbc-deaf-4cdf-8204-6f552c628891,Condominio Vista Verde — Unidad B-350,Aquí hermano primer poner popular bastante. Menos vista personas interés donde seguridad. Club vuelve medidas ciudad. Verdad democracia finalmente diversos buen.,condominium,sold_out,398000,USD,214.97,2,2,1,,1,1996,province,city,district,Boulevard Zacatecas 975 495,9.9960187,-84.2281623,True,True,False,False,61,2025-06-08 16:44:58.263670-06:00,2025-06-08 16:44:58.263670-06:00
286f56a5-55c4-4c73-b797-3ab1ef2c0705,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Casa familiar con piscina en Tres Ríos,Consejo mientras existencia tener. Nueva ocho silencio serie puesto.,house,available,797000,USD,125.84,3,2,1,,2,2022,province,city,district,Cerrada Distrito Federal 046 311,9.9498593,-84.0586626,True,False,True,False,178,2025-12-07 16:44:58.263716-06:00,2025-12-07 16:44:58.263716-06:00
9b55e2b5-b217-4df6-ae8d-b1a0fbaff706,6886adbc-deaf-4cdf-8204-6f552c628891,"Terreno comercial en zona de alto crecimiento, San José",Teoría los por juego otros cuando. Nuestras tratamiento viejo unas río asunto lugar. Nos flores pasar salir unión constitución. Serán democracia están pesetas trabajo tuvo francia finalmente.,land,available,80478000,CRC,2234.43,0,0,0,,0,,province,city,district,"Avenida Sur Yáñez 961 Edif. 066 , Depto. 945",9.9192191,-84.2671334,False,False,False,False,758,2025-07-21 16:44:58.263774-06:00,2025-07-21 16:44:58.263774-06:00
52535007-5a1a-4748-b466-2d89e5ef53ca,6886adbc-deaf-4cdf-8204-6f552c628891,"Apartamento ejecutivo en Manuel Antonio, piso 11",Negro natural caso. Radio varias empresas quien televisión mejores maría. Qué área corte sociedad iglesia vida nueva.,apartment,available,136158000,CRC,170.17,2,2,0,7,11,2021,province,city,district,"Peatonal Montenegro 812 Edif. 732 , Depto. 561",9.89324,-84.0868946,False,False,False,False,358,2026-05-22 16:44:58.263828-06:00,2026-05-22 16:44:58.263828-06:00
a054370c-5142-49c3-8c60-6339cf96bf86,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Casa familiar con piscina en Puerto Jiménez,Antes partir puerta da. Posibilidad mucha plazo animales del cuales costa.,house,available,249000,USD,297.01,5,1,0,,2,2020,province,city,district,Calle Paz 291 252,9.7631503,-84.2635529,False,False,False,False,104,2026-05-25 16:44:58.263875-06:00,2026-05-25 16:44:58.263875-06:00
4f0a7da9-af03-4b02-ba95-05df6e0e11be,f45525cf-17b3-4d3c-87a5-d103d781cf92,"Hermosa casa en condominio privado, Paraíso Centro",Fecha vio sabe distintas tanto gracias. Encuentro arriba pasó esas vamos. Sin sus ésta mejores pese aire. Partidos atrás de primero común servicios vio. Principios pese así común.,house,available,355072000,CRC,274.08,4,2,3,,1,2005,province,city,district,Callejón Baja California Sur 829 655,9.78628,-83.9491161,False,True,True,True,592,2026-04-04 16:44:58.263941-06:00,2026-04-04 16:44:58.263941-06:00
eb52410a-4a52-4db9-b735-35b3d9bbfb15,4805f37f-95d5-45fb-b201-99e2a734bd9e,Casa moderna en Santo Domingo Centro con vista a la montaña,Toma muchos mayo poder mañana. Construcción llega fácil señora ante quién.,house,available,799000,USD,411.78,2,2,1,,1,2018,province,city,district,Calle Santacruz 181 Interior 655,9.8613463,-84.0246443,True,False,False,False,497,2026-04-11 16:44:58.263988-06:00,2026-04-11 16:44:58.263988-06:00
e8a79c8d-be12-4b92-88a9-bfebd15ee9d0,6886adbc-deaf-4cdf-8204-6f552c628891,Casa moderna en Sabana Norte con vista a la montaña,Diferencia material duda única muchas claro francia. Tipos debía quiere luis. Mis ese has vio puntos quería dólares.,house,paused,348178000,CRC,487.01,3,1,1,,2,2015,province,city,district,"Ampliación Distrito Federal 604 Edif. 667 , Depto. 249",9.9620824,-83.882114,False,False,False,False,458,2026-02-10 16:44:58.264043-06:00,2026-02-10 16:44:58.264043-06:00
2b4df4e0-fa90-45a3-b89c-a5e93ec2ffb7,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"Unidad en Condominio Privado, Osa",Políticas felipe guerra queda. Exterior ésta volver decía capacidad habría sus. Programas salud líder naturaleza momentos medios partir. Cara ciencia hasta. Quien cuenta mientras condiciones habían.,condominium,sold_out,564000,USD,210.69,5,3,3,,2,2005,province,city,district,"Calle Omán 147 Edif. 442 , Depto. 555",9.8389177,-84.1043558,False,False,False,False,2,2025-08-02 16:44:58.264109-06:00,2025-08-02 16:44:58.264109-06:00
b57648a4-fbd3-4325-8abc-c0208c2922c3,6886adbc-deaf-4cdf-8204-6f552c628891,Casa moderna en Paraíso Centro con vista a la montaña,Chile aparece generales mejores enero sé mismos. Campo marzo otra demasiado presente estructura. Mí pueblo países todas peor clase hacia. Torno amigo menos buscar puerta tarde.,house,sold_out,257032000,CRC,252.67,5,2,2,,2,2006,province,city,district,Avenida Querétaro 900 Interior 952,9.900443,-84.043089,False,False,False,False,617,2026-04-23 16:44:58.264168-06:00,2026-04-23 16:44:58.264168-06:00
215b9fa4-fbdf-4d4f-838c-cfab95f9343e,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Apto de 2 habitaciones en Osa,Poner vivir estuvo primeros amigos llega. Arriba estaba pasado relaciones proyecto sangre doctor.,apartment,available,330000,USD,112.2,2,2,1,1,10,2022,province,city,district,Privada Campeche 937 247,10.0375217,-84.2514905,False,True,True,True,202,2026-02-01 16:44:58.264213-06:00,2026-02-01 16:44:58.264213-06:00
d2745978-c5d2-4356-aa36-300d546d519a,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Condominio Torres del Sol — Unidad C-269,Deja curso mismo méxico caso aun. Siete contenido norte causa juego. Hijo cuyo muchos derechos casi. Blanca región pacientes resto ya queda europa propio. Tras tampoco campaña sea.,condominium,available,107799000,CRC,91.8,4,2,3,,1,1996,province,city,district,"Calzada Sur Pantoja 644 Edif. 258 , Depto. 988",10.0436965,-84.27997,True,False,False,False,41,2025-11-29 16:44:58.264281-06:00,2025-11-29 16:44:58.264281-06:00
f447f61e-ea28-4fb9-92d7-0cc072688e43,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"Local comercial en San Isidro de El General, alto tráfico",Pese pequeño cerca. Haya servicio toma martín siguiente mercado. Junto nuestras arte producción carta lucha él.,commercial,available,167175000,CRC,195.82,0,1,1,,2,1996,province,city,district,"Callejón Libia 014 Edif. 659 , Depto. 537",9.9634744,-84.1013691,False,False,False,False,596,2025-10-09 16:44:58.264338-06:00,2025-10-09 16:44:58.264338-06:00
a4a8638a-1d7e-473b-ac05-7ff8d0495efe,f45525cf-17b3-4d3c-87a5-d103d781cf92,"Residencia de lujo en Limón, Limón",Campo han ver humana presencia. Industria norte santa obstante temas iglesia siguiente. Llega comisión soy cualquier todas situación.,house,available,253984000,CRC,286.91,5,1,0,,2,2013,province,city,district,Retorno Norte Vásquez 414 Interior 026,9.7488902,-84.2535825,False,True,True,False,80,2026-05-31 16:44:58.264394-06:00,2026-05-31 16:44:58.264394-06:00
2e5236a7-60bf-48f1-9bce-ba29d286f2e4,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"Plaza comercial en Talamanca, Limón",Carlos seguridad comunidad aumento comercio. Tomar hijo evitar valor. Sueño estoy primeros proceso. Voz principio militar importante particular siguientes.,commercial,sold_out,303000,USD,141.6,0,1,3,,2,1997,province,city,district,"Circuito San Luis Potosí 327 Edif. 814 , Depto. 921",9.9816159,-83.983817,True,False,False,False,208,2026-01-05 16:44:58.264457-06:00,2026-01-05 16:44:58.264457-06:00
1c074154-3ecd-4a13-906f-7e50476dfda1,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Condo de 4 habitaciones en Atenas Centro,Económico abril año. Llamado estamos tienen explicó. Crisis economía consumo piel. Memoria estuvo partir nuestros uso diez buscar.,condominium,available,100000,USD,149.1,4,2,1,,1,1996,province,city,district,"Corredor Sur Meraz 451 Edif. 153 , Depto. 214",9.8881287,-83.8991271,False,False,True,False,200,2026-05-27 16:44:58.264517-06:00,2026-05-27 16:44:58.264517-06:00
9e62c61c-d746-4922-b430-acc1404570f9,4805f37f-95d5-45fb-b201-99e2a734bd9e,"Residencia de lujo en Heredia, Heredia",Pone información comisión partidos hacía. Tiene plaza dolor instituto habían cualquier vamos. Control josé europea grande línea políticos. Salud nombre m.,house,available,196587000,CRC,126.75,5,1,1,,1,1991,province,city,district,Periférico Sur Ordóñez 729 Interior 550,10.0787378,-84.1999159,True,False,False,False,323,2026-02-15 16:44:58.264581-06:00,2026-02-15 16:44:58.264581-06:00
912669d1-9d6b-4858-920a-291fc0c95a79,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Casa moderna en Puerto Viejo de Talamanca con vista a la montaña,Iba libertad sobre había. Llega calidad hablar los solo embargo actividad.,house,available,299026000,CRC,469.01,2,2,1,,1,1994,province,city,district,Calzada Hurtado 995 Interior 985,10.0936883,-83.9839691,True,False,False,False,788,2026-03-12 16:44:58.264635-06:00,2026-03-12 16:44:58.264635-06:00
f2887f53-793b-47da-ae05-b2218bbbd0c0,f45525cf-17b3-4d3c-87a5-d103d781cf92,"Apartamento ejecutivo en Santo Domingo Centro, piso 26",Ésta hace parís alguien don va. Realidad sido distintas vista además joven actual. Las superior presenta cual instituto vamos. Mi pesar siguientes fin energía. Sociales su cuadro ambos principios.,apartment,available,96848000,CRC,74.2,5,4,0,19,26,2010,province,city,district,"Viaducto Kazajstán 229 Edif. 244 , Depto. 589",9.7452087,-83.9696839,True,True,True,False,633,2025-08-06 16:44:58.264702-06:00,2025-08-06 16:44:58.264702-06:00
c2cb3a27-cc3b-41ed-9b29-b9df8a63bd98,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Oficina ejecutiva en Puerto Viejo de Talamanca,López eso metros población. Saber punto mis origen con. Hospital horas poner político. Volver ojos p viaje. Asunto muy falta tres llegado actitud.,commercial,available,304658000,CRC,753.39,0,1,2,,2,1998,province,city,district,Eje vial Delgado 806 390,10.0837892,-84.0290305,True,False,False,False,786,2025-07-24 16:44:58.264771-06:00,2025-07-24 16:44:58.264771-06:00
f4b2a723-d976-478c-932f-25906f0e70bc,f45525cf-17b3-4d3c-87a5-d103d781cf92,Apartamento moderno con balcón en Santo Domingo Centro,Obra recuerdo fueron ocasiones hubo. Hemos esa guerra posibilidades.,apartment,available,127191000,CRC,77.98,5,3,1,21,22,2015,province,city,district,"Circuito Norte Villalobos 834 Edif. 247 , Depto. 723",10.0952949,-84.1092492,False,False,True,False,611,2026-05-05 16:44:58.264819-06:00,2026-05-05 16:44:58.264819-06:00
